location_type, parent_station, stop_id, stop_code, stop_name, stop_desc, stop_lat, stop_lon, zone_id, supported_modes
0,,26849,26849,"Old Coast Rd Before Duke St","",-32.5962265336,115.6493271840,8,Bus;School Bus
0,,26850,26850,"Old Coast Rd After Duke St","",-32.596515,115.649463888889,8,Bus;School Bus
0,,26851,26851,"Old Coast Rd After Northport Bvd","Old Coast Rd / Northport Bvd",-32.5987620716,115.6476247720,8,Bus;School Bus
0,,26852,26852,"Old Coast Rd Before Northport Bvd","Old Coast Rd / Rees Pl",-32.5984396821,115.64750006,8,Bus;School Bus
0,,26853,26853,"Old Coast Rd After Rees Pl","",-32.6019246509,115.6443407080,8,Bus;School Bus
0,,26854,26854,"Old Coast Rd After Rees Pl","Old Coast Rd / Rees Pl",-32.6006827107,115.64529228,8,Bus;School Bus
0,,26856,26856,"Mounts Bay Rd After Mitchell Fwy","",-31.9560330247,115.8481047520,FTZ,Bus
0,,26857,26857,"Fauntleroy Av After Gt Eastern Hwy","",-31.9262929150,115.9525851710,2,Bus
0,,26858,26858,"Fauntleroy Av Before Gt Eastern Hwy","",-31.92649601,115.9526380250,2,Bus
0,,26859,26859,"Fauntleroy Av After Dunreath Dr","",-31.9287956089,115.9553737170,2,Bus
0,,26860,26860,"Fauntleroy Av Before Dunreath Av","",-31.92872611111110,115.955428888889,2,Bus
0,,26862,26862,"Glasshouse Dr After Burma Loop","Glasshouse Dr / Burma Loop",-31.69045611111110,115.796419444444,4,Bus
0,,26865,26865,"Yanchep Beach Rd After St Andrews Dr","Yanchep Beach Rd / St Andrews Dr",-31.54882555555550,115.655536111111,6,Bus
0,,26866,26866,"Soldiers Rd Before Cardup Siding Rd","",-32.2423549412,116.0011663610,4,Bus
0,,26867,26867,"Berkshire Rd Before Berberis Wy","",-31.9788119144,116.0116804980,2,Bus
0,,26868,26868,"Berkshire Rd After Berberis Wy","",-31.9788101948,116.0118130260,2,Bus
0,,26869,26869,"Spearwood Av After Hamilton Rd","Spearwood Av / Hamilton Rd",-32.1010379280,115.7765679470,3,Bus
0,,26870,26870,"Phoenix Rd After Rockingham Rd","",-32.0935043935,115.7843892340,2,Bus
0,,26871,26871,"Phoenix Rd Before Rockingham Rd","",-32.0937560272,115.7842895090,2,Bus
0,,26872,26872,"Phoenix Rd After Gerald St","",-32.0935161228,115.7880037480,2,Bus
0,,26873,26873,"Phoenix Rd Before Gerald St","",-32.0937678099,115.7882195380,2,Bus
0,,26874,26874,"Phoenix Rd Before Southwell Cr","",-32.0935157090,115.7911894640,2,Bus
0,,26875,26875,"Phoenix Rd Before Leo Pl","",-32.0937673698,115.79096929,2,Bus
0,,26876,26876,"Phoenix Rd After Doolette St","",-32.0935194722,115.7951529870,2,Bus
0,,26877,26877,"Phoenix Rd After Bullfinch St","",-32.0937841465,115.7955728870,2,Bus
0,,26878,26878,"Phoenix Rd After Deller Dr","",-32.0935193886,115.8017268470,2,Bus;School Bus
0,,26879,26879,"Phoenix Rd After Port Kembla Dr","",-32.0937157551,115.8022288490,2,Bus;School Bus
0,,26880,26880,"Sudlow Rd After Deller Dr","",-32.0918877854,115.8078071430,2,Bus
0,,26881,26881,"Sudlow Rd Before Lafayette Bvd","",-32.09199166666670,115.807903888889,2,Bus
0,,26882,26882,"Sudlow Rd Before Forrest Rd","",-32.0898457555,115.8078157660,2,Bus
0,,26883,26883,"Sudlow Rd After Forrest Rd","",-32.0900879355,115.8079127320,2,Bus
0,,26884,26884,"Coolbellup Av After Forrest Rd","",-32.0877767172,115.8072471060,2,Bus
0,,26885,26885,"Coolbellup Av Before Forrest Rd","",-32.0884199646,115.8073679690,2,Bus
0,,26886,26886,"Coolbellup Av Before Stephano Wy","",-32.0858416653,115.8071372410,2,Bus
0,,26887,26887,"Coolbellup Av After Stephano Wy","",-32.0859812621,115.8072742150,2,Bus
0,,26888,26888,"Coolbellup Av After Cordelia Av","Coolbellup Shop Ctr",-32.0828198953,115.8067149620,2,Bus
0,,26889,26889,"Coolbellup Av Before Cordelia Av","Coolbellup Shop Ctr",-32.0828722189,115.8068848850,2,Bus
0,,26890,26890,"Coolbellup Av Before Waverley Rd","",-32.0799245446,115.8066212830,2,Bus
0,,26891,26891,"Farrington Rd After Progress  Dr","",-32.0754713116,115.82061778,2,Bus
