from_stop_id, to_stop_id, transfer_type, min_transfer_time
23629,23636,2,119
23630,99661,2,179
23630,99662,2,179
23630,23625,2,119
23630,23626,2,119
23630,23627,2,119
23630,23628,2,119
23630,23629,2,119
23630,23632,2,119
23630,23633,2,119
23630,23635,2,119
23630,23636,2,119
23632,99661,2,179
23632,99662,2,179
23632,23625,2,119
23632,23626,2,119
23632,23627,2,119
23632,23628,2,119
23632,23629,2,119
23632,23630,2,119
23632,23633,2,119
23632,23635,2,119
23632,23636,2,119
23633,99661,2,179
23633,99662,2,179
23633,23625,2,119
23633,23626,2,119
23633,23627,2,119
23633,23628,2,119
23713,23718,2,119
23713,23708,2,119
23713,23709,2,119
23713,23710,2,59
23713,23711,2,119
23713,23712,2,119
23713,23714,2,59
23713,23715,2,59
23714,99651,2,179
23714,99652,2,179
23714,23707,2,119
23714,23716,2,59
23714,23717,2,59
23714,23718,2,112
23714,23708,2,112
23714,23709,2,112
23714,23710,2,59
23714,23711,2,59
23714,23712,2,119
23714,23713,2,59
23714,23715,2,59
23715,99651,2,179
23715,99652,2,179
23715,23707,2,119
23715,23716,2,59
23715,23717,2,59
23715,23718,2,59
23715,23708,2,119
23715,23709,2,59
23715,23710,2,59
23715,23711,2,59
23715,23712,2,59
23715,23713,2,59
23715,23714,2,59
10345,10423,2,59
10423,10345,2,59
10423,99341,2,179
10345,99341,2,179
10345,99342,2,179
10423,99342,2,179
99341,10423,2,179
99341,10345,2,179
99341,99342,2,59
99342,10345,2,179
99342,10423,2,179
99342,99341,2,59
99071,99072,2,119
99072,99071,2,119
99091,99092,2,59
99091,13545,2,179
99091,13548,2,179
99092,99091,2,59
99092,13545,2,179
99092,13548,2,179
13545,99091,2,179
13545,99092,2,179
13545,13548,2,119
13548,99091,2,179
13548,99092,2,179
13548,13545,2,119
99701,99702,2,59
99701,23782,2,119
99701,23791,2,119
99701,23792,2,119
99701,23793,2,119
99701,23783,2,119
99701,23784,2,119
99701,23785,2,119
99701,23786,2,119
99701,23787,2,119
99701,23788,2,179
99701,23789,2,179
99701,23790,2,119
99702,99701,2,59
99702,23782,2,179
99702,23791,2,179
99702,23792,2,179
99702,23793,2,179
99702,23783,2,179
99702,23784,2,179
99702,23785,2,179
99702,23786,2,179
99702,23787,2,179
99702,23788,2,179
99702,23789,2,179
99702,23790,2,179
23782,99701,2,119
23782,99702,2,119
23782,23791,2,119
23782,23792,2,59
23782,23793,2,119
23782,23783,2,59
23782,23784,2,59
23782,23785,2,59
23782,23786,2,119
23782,23787,2,119
23782,23788,2,119
23782,23789,2,119
23782,23790,2,119
23791,99701,2,119
23791,99702,2,119
23791,23782,2,119
23791,23792,2,59
23791,23793,2,59
23791,23783,2,59
23791,23784,2,59
23791,23785,2,59
23791,23786,2,119
23791,23787,2,119
23791,23788,2,59
23791,23789,2,59
23791,23790,2,59
23792,99701,2,119
23792,99702,2,119
23792,23782,2,59
23792,23791,2,59
23792,23793,2,59
23792,23783,2,59
23792,23784,2,59
23792,23785,2,59
23792,23786,2,59
23792,23787,2,119
23792,23788,2,59
23792,23789,2,59
23792,23790,2,59
23793,99701,2,119
23793,99702,2,119
23793,23782,2,119
23793,23791,2,59
23793,23792,2,59
23793,23783,2,59
23793,23784,2,59
23793,23785,2,59
23793,23786,2,119
23793,23787,2,119
23793,23788,2,119
23793,23789,2,59
23793,23790,2,59
23783,99701,2,119
23783,99702,2,119
23783,23782,2,59
23783,23791,2,59
23783,23792,2,59
23783,23793,2,59
23783,23784,2,59
23783,23785,2,59
23783,23786,2,59
23783,23787,2,59
23783,23788,2,119
23783,23789,2,119
23783,23790,2,119
23784,99701,2,119
23784,99702,2,119
23784,23782,2,59
23784,23791,2,59
23784,23792,2,59
23784,23793,2,59
23784,23783,2,59
23784,23785,2,59
23784,23786,2,59
23784,23787,2,59
23784,23788,2,119
23784,23789,2,59
23784,23790,2,59
23785,99701,2,119
23785,99702,2,119
23785,23782,2,59
23785,23791,2,59
23785,23792,2,59
23785,23793,2,59
23785,23783,2,59
23785,23784,2,59
23785,23786,2,59
23785,23787,2,59
23785,23788,2,119
23785,23789,2,119
23785,23790,2,119
23786,99701,2,119
23786,99702,2,119
23786,23782,2,119
23786,23791,2,119
23786,23792,2,59
23786,23793,2,119
23786,23783,2,59
23786,23784,2,59
23786,23785,2,59
23786,23787,2,59
23786,23788,2,119
23786,23789,2,119
23786,23790,2,119
23787,99701,2,119
23787,99702,2,119
23787,23782,2,119
23787,23791,2,119
23787,23792,2,119
23787,23793,2,119
23787,23783,2,59
23787,23784,2,59
23787,23785,2,59
23787,23786,2,59
23787,23788,2,179
23787,23789,2,179
23787,23790,2,119
23788,99701,2,179
23788,99702,2,179
23788,23782,2,119
23788,23791,2,59
23788,23792,2,59
23788,23793,2,119
23788,23783,2,119
23788,23784,2,119
23788,23785,2,119
23788,23786,2,119
23788,23787,2,179
23788,23789,2,59
23788,23790,2,59
23789,99701,2,179
23789,99702,2,179
23789,23782,2,119
23789,23791,2,59
23789,23792,2,59
23789,23793,2,59
23789,23783,2,119
23789,23784,2,59
23789,23785,2,119
23789,23786,2,119
23789,23787,2,179
23789,23788,2,59
23789,23790,2,59
23790,99701,2,119
23790,99702,2,119
23790,23782,2,119
23790,23791,2,59
23790,23792,2,59
23790,23793,2,59
23790,23783,2,119
23790,23784,2,59
23790,23785,2,119
23790,23786,2,119
23790,23787,2,119
23790,23788,2,59
23790,23789,2,59
99151,99152,2,239
99151,19083,2,119
99151,19084,2,119
99151,10020,2,279
99152,99151,2,239
99152,19083,2,279
99152,19084,2,279
99152,10020,2,59
19083,99151,2,119
19083,99152,2,279
19083,19084,2,59
19083,10020,2,279
19084,99151,2,119
99822,11542,2,179
99822,11543,2,239
99822,11544,2,239
99822,26332,2,239
11537,99821,2,179
11537,99822,2,179
11537,11538,2,59
11537,11539,2,59
11537,11540,2,59
11537,11541,2,119
11537,11542,2,119
11537,11543,2,119
11537,11544,2,119
11537,26332,2,179
11538,99821,2,179
11538,99822,2,179
11538,11537,2,59
11538,11539,2,59
11538,11540,2,59
11538,11541,2,59
11538,11542,2,119
11538,11543,2,119
11538,11544,2,119
11538,26332,2,119
11539,99821,2,119
11539,99822,2,119
11539,11537,2,59
11539,11538,2,59
11539,11540,2,59
11539,11541,2,59
11539,11542,2,59
11539,11543,2,119
11539,11544,2,119
11539,26332,2,119
11540,99821,2,119
11540,99822,2,119
11540,11537,2,59
11540,11538,2,59
11540,11539,2,59
11540,11541,2,59
11540,11542,2,59
11540,11543,2,59
11540,11544,2,59
11540,26332,2,119
11541,99821,2,179
11541,99822,2,179
11541,11537,2,119
11541,11538,2,59
11541,11539,2,59
11541,11540,2,59
11541,11542,2,59
11541,11543,2,59
11541,11544,2,59
11541,26332,2,59
11542,99821,2,179
11542,99822,2,179
11542,11537,2,119
11542,11538,2,119
11542,11539,2,59
11542,11540,2,59
11542,11541,2,59
11542,11543,2,59
11542,11544,2,59
11542,26332,2,59
11543,99821,2,239
11543,99822,2,239
11543,11537,2,119
11543,11538,2,119
11543,11539,2,119
11543,11540,2,59
11543,11541,2,59
11543,11542,2,59
11543,11544,2,59
11543,26332,2,59
11544,99821,2,239
11544,99822,2,239
11544,11537,2,119
11544,11538,2,119
11544,11539,2,119
11544,11540,2,59
11544,11541,2,59
11544,11542,2,59
11544,11543,2,59
11544,26332,2,59
26332,99821,2,239
26332,99822,2,239
26332,11537,2,179
26332,11538,2,119
26332,11539,2,119
26332,11540,2,119
26332,11541,2,59
26332,11542,2,59
26332,11543,2,59
26332,11544,2,59
99491,99492,2,59
99492,99491,2,59
99051,99052,2,59
99052,99051,2,59
99331,99332,2,239
99331,10418,2,299
99331,10350,2,239
99332,99331,2,239
99332,10418,2,119
99332,10350,2,119
10418,99331,2,299
10418,99332,2,119
10418,10350,2,59
10350,99331,2,239
10350,99332,2,119
10350,10418,2,59
99711,99712,2,119
99711,26695,2,239
99711,26696,2,239
99711,26697,2,179
99711,26698,2,179
99711,26699,2,179
99711,24012,2,179
99711,23794,2,179
99712,99711,2,119
99712,26695,2,119
99712,26696,2,119
99712,26697,2,119
99712,26698,2,119
99712,26699,2,119
99712,24012,2,119
99712,23794,2,119
26695,99711,2,239
26695,99712,2,239
26695,26696,2,59
26695,26697,2,59
26695,26698,2,119
26695,26699,2,119
26695,24012,2,119
26695,23794,2,119
26696,99711,2,239
26696,99712,2,119
26696,26695,2,59
26696,26697,2,59
26696,26698,2,119
26696,26699,2,119
26696,24012,2,119
26696,23794,2,119
26697,99711,2,179
26697,99712,2,119
26697,26695,2,59
26697,26696,2,59
26697,26698,2,59
26697,26699,2,59
26697,24012,2,119
26697,23794,2,119
26698,99711,2,179
26698,99712,2,119
26698,26695,2,119
26698,26696,2,119
26698,26697,2,59
26698,26699,2,59
26698,24012,2,119
26698,23794,2,119
26699,99711,2,179
26699,99712,2,119
26699,26695,2,119
26699,26696,2,119
26699,26697,2,59
26699,26698,2,59
26699,24012,2,119
26699,23794,2,119
24012,99711,2,179
24012,99712,2,119
24012,26695,2,119
24012,26696,2,119
24012,26697,2,119
24012,26698,2,119
24012,26699,2,119
24012,23794,2,59
23794,99711,2,179
23794,99712,2,119
23794,26695,2,119
23794,26696,2,119
23794,26697,2,119
23794,26698,2,119
23794,26699,2,119
23794,24012,2,59
99831,99832,2,59
99831,12547,2,119
99831,12548,2,179
99831,12549,2,179
99831,12550,2,179
99831,12551,2,179
99831,12552,2,179
99831,12553,2,119
99831,12554,2,119
99832,99831,2,59
99832,12547,2,119
99832,12548,2,179
99832,12549,2,179
99832,12550,2,179
99832,12551,2,179
99832,12552,2,179
99832,12553,2,119
99832,12554,2,119
12547,99831,2,119
12547,99832,2,119
12547,12548,2,59
12547,12549,2,59
12547,12550,2,59
12547,12551,2,59
12547,12552,2,59
12547,12553,2,59
12547,12554,2,59
12548,99831,2,179
12548,99832,2,179
12548,12547,2,59
12548,12549,2,59
12548,12550,2,59
12548,12551,2,59
12548,12552,2,59
12548,12553,2,59
12548,12554,2,59
12549,99831,2,179
12549,99832,2,179
12549,12547,2,59
12549,12548,2,59
12549,12550,2,59
12549,12551,2,59
12549,12552,2,59
12549,12553,2,59
12549,12554,2,59
12550,99831,2,179
12550,99832,2,179
12550,12547,2,59
12550,12548,2,59
12550,12549,2,59
12550,12551,2,59
19084,99152,2,279
19084,19083,2,279
19084,10020,2,279
10020,99151,2,279
10020,99152,2,59
10020,19083,2,279
10020,19084,2,279
99241,99242,2,59
99181,99182,2,119
99181,22064,2,119
99181,13060,2,59
99182,99181,2,119
99182,22064,2,239
99182,13060,2,179
22064,99181,2,119
22064,99182,2,239
22064,13060,2,59
13060,99181,2,59
13060,99182,2,179
13060,22064,2,59
99821,99822,2,59
99821,11537,2,179
99821,11538,2,179
99821,11539,2,119
99821,11540,2,119
99821,11541,2,179
99821,11542,2,179
99821,11543,2,239
99821,11544,2,239
99821,26332,2,239
99822,99821,2,59
99822,11537,2,179
99822,11538,2,179
99822,11539,2,119
99822,11540,2,119
99822,11541,2,179
22738,99141,2,119
22738,99142,2,119
22738,22738,2,0
22738,22734,2,59
22738,22735,2,59
22738,22736,2,59
22738,22737,2,59
22734,99141,2,119
22734,99142,2,119
22734,22738,2,59
22734,22734,2,0
22734,22735,2,59
22734,22736,2,59
22734,22737,2,59
22735,99141,2,119
22735,99142,2,179
22735,22738,2,59
22735,22734,2,59
22735,22735,2,0
22735,22736,2,59
22735,22737,2,59
22736,99141,2,179
22736,99142,2,179
22736,22738,2,59
22736,22734,2,59
22736,22735,2,59
22736,22736,2,0
22736,22737,2,59
22737,99141,2,179
22737,99142,2,179
22737,22738,2,59
22737,22734,2,59
22737,22735,2,59
22737,22736,2,59
22737,22737,2,0
19608,19608,2,0
19609,19609,2,0
19609,19608,2,179
19608,19609,2,179
19608,99301,2,119
19609,99301,2,179
19608,99302,2,179
19609,99302,2,179
99301,19608,2,119
99301,19609,2,179
99301,99301,2,0
99301,99302,2,59
99302,19609,2,179
99302,19608,2,179
99302,99301,2,59
99302,99302,2,59
22551,99841,2,179
22551,99842,2,179
99841,22551,2,179
99841,99841,2,0
99841,99842,2,239
99842,22551,2,179
99842,99841,2,239
99501,99502,2,0
99501,14894,2,179
99501,14903,2,179
99502,99501,2,0
99502,14894,2,179
99502,14903,2,179
14894,99501,2,179
14894,99502,2,179
14894,14903,2,119
14903,99501,2,179
14903,99502,2,179
14903,14894,2,119
19508,19509,2,59
19509,19508,2,59
19508,99251,2,119
19509,99251,2,179
19508,99252,2,59
19509,99252,2,119
99251,19508,2,119
99251,19509,2,179
99251,99252,2,59
99252,19508,2,59
99252,19509,2,119
99252,99251,2,59
99161,99162,2,59
99161,22038,2,59
99161,22037,2,59
99161,22036,2,59
99161,22035,2,59
99161,25101,2,59
99162,99161,2,59
99162,22038,2,59
99162,22037,2,59
99162,22036,2,59
99162,22035,2,59
99162,25101,2,59
22038,99161,2,59
22038,99162,2,59
22038,22037,2,59
22038,22036,2,59
22038,22035,2,59
22038,25101,2,59
22037,99161,2,59
22037,99162,2,59
22037,22038,2,59
22037,22036,2,59
22037,22035,2,59
22037,25101,2,59
22036,99161,2,59
22036,99162,2,59
22036,22038,2,59
22036,22037,2,59
22036,22035,2,59
22036,25101,2,59
22035,99161,2,59
22035,99162,2,59
22035,22038,2,59
22035,22037,2,59
22035,22036,2,59
22035,25101,2,59
25101,99161,2,59
25101,99162,2,59
25101,22038,2,59
25101,22037,2,59
25101,22036,2,59
25101,22035,2,59
99121,99122,2,179
99122,99121,2,179
99681,99682,2,119
99681,23798,2,179
99681,23799,2,179
99681,23800,2,179
99681,23801,2,179
99681,23802,2,179
99682,99681,2,119
99682,23798,2,179
99682,23799,2,179
99682,23800,2,179
99682,23801,2,179
99682,23802,2,179
23798,99681,2,179
23798,99682,2,179
23798,23799,2,59
23798,23800,2,59
23798,23801,2,59
23798,23802,2,59
23799,99681,2,179
23799,99682,2,179
23799,23798,2,59
23799,23800,2,59
23799,23801,2,59
23799,23802,2,59
23800,99681,2,179
23800,99682,2,179
23800,23798,2,59
23800,23799,2,59
23800,23801,2,59
23800,23802,2,59
23801,99681,2,179
23801,99682,2,179
23801,23798,2,59
23801,23799,2,59
23801,23800,2,59
23801,23802,2,59
23802,99681,2,179
23802,99682,2,179
23802,23798,2,59
23802,23799,2,59
23802,23800,2,59
23802,23801,2,59
99801,99802,2,0
99802,99801,2,0
19507,19510,2,119
19510,19507,2,119
19507,99261,2,119
19510,99261,2,179
19507,99262,2,119
19510,99262,2,119
99261,19507,2,119
99261,19510,2,179
99261,99262,2,119
99262,19510,2,119
99262,19507,2,119
99262,99261,2,119
99131,99132,2,0
99132,99131,2,0
99731,99732,2,59
99731,17383,2,59
99731,17382,2,59
99731,17381,2,119
99731,17380,2,119
99731,17379,2,179
99731,17374,2,119
99731,17375,2,119
99731,17376,2,119
99731,17377,2,179
99731,17378,2,179
99732,99731,2,59
99732,17383,2,179
99732,17382,2,179
99732,17381,2,239
99732,17380,2,239
99732,17379,2,299
99732,17374,2,239
99732,17375,2,239
99732,17376,2,239
99732,17377,2,299
99732,17378,2,299
17383,99731,2,59
17383,99732,2,179
17383,17382,2,59
17383,17381,2,59
17383,17380,2,59
17383,17379,2,119
17383,17374,2,59
17383,17375,2,59
17383,17376,2,59
17383,17377,2,119
17383,17378,2,119
17382,99731,2,59
17382,99732,2,179
17382,17383,2,59
17382,17381,2,59
17382,17380,2,59
17382,17379,2,59
17382,17374,2,59
17382,17375,2,59
17382,17376,2,59
17382,17377,2,119
17382,17378,2,119
17381,99731,2,119
17381,99732,2,239
17381,17383,2,59
17381,17382,2,59
17381,17380,2,59
17381,17379,2,59
17381,17374,2,59
17381,17375,2,59
17381,17376,2,119
17381,17377,2,119
17381,17378,2,179
17380,99731,2,119
17380,99732,2,239
17380,17383,2,59
17380,17382,2,59
17380,17381,2,59
17380,17379,2,59
17380,17374,2,59
17380,17375,2,59
17380,17376,2,119
17380,17377,2,119
17380,17378,2,179
17379,99731,2,179
17379,99732,2,299
17379,17383,2,119
17379,17382,2,59
17379,17381,2,59
17379,17380,2,59
17379,17374,2,119
17379,17375,2,119
17379,17376,2,119
17379,17377,2,179
17379,17378,2,179
17374,99731,2,119
17374,99732,2,239
17374,17383,2,59
17374,17382,2,59
17374,17381,2,59
17374,17380,2,59
17374,17379,2,119
17374,17375,2,59
17374,17376,2,59
17374,17377,2,59
17374,17378,2,119
17375,99731,2,119
17375,99732,2,239
17375,17383,2,59
17375,17382,2,59
17375,17381,2,59
17375,17380,2,59
17375,17379,2,119
17375,17374,2,59
17375,17376,2,59
17375,17377,2,59
17375,17378,2,59
17376,99731,2,119
17376,99732,2,239
17376,17383,2,59
23633,23629,2,119
23633,23630,2,119
12983,12983,2,0
23633,23632,2,119
28068,12221,2,239
23633,23635,2,119
23633,23636,2,119
28068,12218,2,239
28068,12217,2,239
28068,12216,2,239
28068,12214,2,239
28068,12213,2,239
28068,12212,2,239
28068,12211,2,239
28068,12207,2,239
28068,12206,2,239
28068,12204,2,239
28068,12203,2,239
28068,12202,2,239
23635,99661,2,179
23635,99662,2,179
23635,23625,2,119
23635,23626,2,119
23635,23627,2,119
23635,23628,2,119
23635,23629,2,119
23635,23630,2,119
23635,23632,2,119
23635,23633,2,119
12210,12219,2,239
23635,23636,2,119
23636,99661,2,179
23636,99662,2,179
23636,23625,2,119
23636,23626,2,119
23636,23627,2,119
23636,23628,2,119
23636,23629,2,119
23636,23630,2,119
28068,12199,2,239
23636,23632,2,119
23636,23633,2,119
28068,12198,2,239
23636,23635,2,119
99311,99312,2,0
99311,22057,2,239
99311,22059,2,239
99311,22665,2,239
99312,99311,2,0
99312,22057,2,239
99312,22059,2,239
99312,22665,2,239
22057,99311,2,239
22057,99312,2,239
22057,22059,2,59
22059,99311,2,239
22059,99312,2,239
22059,22057,2,59
22665,99311,2,239
22665,99312,2,239
99881,99882,2,0
99882,99881,2,0
99231,99232,2,0
99231,19428,2,179
99231,19424,2,179
99232,99231,2,0
99232,19428,2,179
99232,19424,2,179
19428,99231,2,179
19428,99232,2,179
19428,19424,2,119
19424,99231,2,179
19424,99232,2,179
19424,19428,2,119
99511,99512,2,0
99512,99511,2,0
99421,99422,2,0
99421,12986,2,239
99421,12985,2,179
99422,99421,2,0
99422,12986,2,239
99422,12985,2,179
12986,99421,2,239
12986,99422,2,239
12986,12985,2,59
12985,99421,2,179
12985,99422,2,179
12985,12986,2,59
99861,99862,2,0
99862,99861,2,0
99611,99612,2,0
99612,99611,2,0
99351,99352,2,0
99351,99353,2,0
28068,12197,2,239
28068,12195,2,239
99351,10428,2,119
99351,10429,2,119
99351,10430,2,119
99351,10431,2,119
99351,10432,2,119
99351,10434,2,119
99351,10435,2,119
99351,10436,2,119
99351,10437,2,119
99351,10438,2,179
99351,10439,2,179
99351,25947,2,179
99352,99351,2,0
99352,99353,2,0
99352,10428,2,119
99352,10429,2,119
99352,10430,2,119
99352,10431,2,119
99352,10432,2,119
99352,10434,2,119
99352,10435,2,119
99352,10436,2,119
99352,10437,2,119
99352,10438,2,179
99352,10439,2,179
99352,25947,2,179
99353,99351,2,0
99353,99352,2,0
99353,10428,2,119
99353,10429,2,119
99353,10430,2,119
99353,10431,2,119
99353,10432,2,119
12223,12219,2,239
99353,10434,2,119
99353,10435,2,119
99353,10436,2,119
99353,10437,2,119
99353,10438,2,179
99353,10439,2,179
99353,25947,2,179
12224,12219,2,239
12225,12219,2,239
12226,12219,2,239
12227,12219,2,239
12228,12219,2,239
12221,28068,2,239
12218,28068,2,239
12217,28068,2,239
12216,28068,2,239
12214,28068,2,239
12213,28068,2,239
12212,28068,2,239
12211,28068,2,239
12207,28068,2,239
12206,28068,2,239
12204,28068,2,239
12203,28068,2,239
12202,28068,2,239
12199,28068,2,239
12198,28068,2,239
12197,28068,2,239
12195,28068,2,239
28068,12219,2,239
12214,12219,2,239
12213,12219,2,239
12212,12219,2,239
10428,99351,2,119
10428,99352,2,119
10428,99353,2,119
12211,12219,2,239
12207,12219,2,239
10428,10429,2,59
10428,10430,2,59
10428,10431,2,59
10428,10432,2,59
12206,12219,2,239
10428,10434,2,119
10428,10435,2,119
10428,10436,2,119
10428,10437,2,119
10428,10438,2,119
10428,10439,2,119
10428,25947,2,119
10429,99351,2,119
10429,99352,2,119
10429,99353,2,119
12205,12219,2,239
12204,12219,2,239
10429,10428,2,59
10429,10430,2,59
10429,10431,2,59
10429,10432,2,59
12203,12219,2,239
10429,10434,2,119
10429,10435,2,119
10429,10436,2,119
10429,10437,2,119
10429,10438,2,119
10429,10439,2,119
10429,25947,2,119
10430,99351,2,119
10430,99352,2,119
10430,99353,2,119
12202,12219,2,239
10430,10428,2,59
10430,10429,2,59
10430,10431,2,59
10430,10432,2,59
12199,12219,2,239
10430,10434,2,119
10430,10435,2,119
10430,10436,2,119
10430,10437,2,119
10430,10438,2,119
10430,10439,2,119
10430,25947,2,119
10431,99351,2,119
10431,99352,2,119
10431,99353,2,119
12198,12219,2,239
12197,12219,2,239
10431,10428,2,59
10431,10429,2,59
10431,10430,2,59
10431,10432,2,59
12195,12219,2,239
10431,10434,2,119
10431,10435,2,119
10431,10436,2,119
10431,10437,2,119
10431,10438,2,119
10431,10439,2,119
10431,25947,2,119
10432,99351,2,119
10432,99352,2,119
10432,99353,2,119
12210,28068,2,239
12210,12200,2,239
10432,10428,2,59
10432,10429,2,59
10432,10430,2,59
10432,10431,2,59
12209,28068,2,239
10432,10434,2,119
10432,10435,2,119
10432,10436,2,119
10432,10437,2,119
10432,10438,2,119
10432,10439,2,119
10432,25947,2,119
12209,12219,2,239
12209,12200,2,239
12223,12208,2,239
12223,12200,2,239
12224,12208,2,239
12224,12200,2,239
12225,12208,2,239
12225,12200,2,239
12226,12208,2,239
12226,12200,2,239
12227,12208,2,239
12227,12200,2,239
12228,12208,2,239
12228,12200,2,239
28068,12208,2,239
28068,12200,2,239
12221,12208,2,239
10434,99351,2,119
10434,99352,2,119
10434,99353,2,119
10434,10428,2,119
10434,10429,2,119
10434,10430,2,119
10434,10431,2,119
10434,10432,2,119
99451,16546,2,119
10434,10435,2,59
10434,10436,2,59
10434,10437,2,59
10434,10438,2,119
10434,10439,2,119
10434,25947,2,119
10435,99351,2,119
10435,99352,2,119
10435,99353,2,119
10435,10428,2,119
10435,10429,2,119
10435,10430,2,119
10435,10431,2,119
10435,10432,2,119
99451,16543,2,179
10435,10434,2,59
10435,10436,2,59
10435,10437,2,59
10435,10438,2,119
10435,10439,2,119
10435,25947,2,119
10436,99351,2,119
10436,99352,2,119
10436,99353,2,119
10436,10428,2,119
10436,10429,2,119
10436,10430,2,119
10436,10431,2,119
10436,10432,2,119
99451,99452,2,59
10436,10434,2,59
10436,10435,2,59
10436,10437,2,59
10436,10438,2,119
10436,10439,2,119
10436,25947,2,119
10437,99351,2,119
10437,99352,2,119
10437,99353,2,119
10437,10428,2,119
10437,10429,2,119
10437,10430,2,119
10437,10431,2,119
10437,10432,2,119
99452,16546,2,119
10437,10434,2,59
10437,10435,2,59
10437,10436,2,59
10437,10438,2,119
10437,10439,2,119
10437,25947,2,119
10438,99351,2,179
10438,99352,2,179
10438,99353,2,179
10438,10428,2,119
10438,10429,2,119
10438,10430,2,119
10438,10431,2,119
10438,10432,2,119
99452,16543,2,179
10438,10434,2,119
10438,10435,2,119
10438,10436,2,119
10438,10437,2,119
10438,10439,2,59
10438,25947,2,59
10439,99351,2,179
10439,99352,2,179
10439,99353,2,179
10439,10428,2,119
10439,10429,2,119
10439,10430,2,119
10439,10431,2,119
10439,10432,2,119
99452,99451,2,59
10439,10434,2,119
10439,10435,2,119
10439,10436,2,119
10439,10437,2,119
10439,10438,2,59
10439,25947,2,59
25947,99351,2,179
25947,99352,2,179
25947,99353,2,179
25947,10428,2,119
25947,10429,2,119
25947,10430,2,119
25947,10431,2,119
25947,10432,2,119
25947,10434,2,119
25947,10435,2,119
25947,10436,2,119
25947,10437,2,119
25947,10438,2,59
25947,10439,2,59
99811,99812,2,0
99811,12984,2,179
99811,12983,2,179
99811,12980,2,179
99811,27115,2,179
99811,27495,2,179
99811,27496,2,179
99811,11455,2,119
99811,27117,2,119
99811,27118,2,119
99812,99811,2,0
99812,12984,2,179
99812,12983,2,179
99812,12980,2,179
99812,27115,2,179
99812,27495,2,179
99812,27496,2,179
99812,11455,2,119
99812,27117,2,119
99812,27118,2,119
12984,99811,2,179
12984,99812,2,179
12984,12983,2,59
12984,12980,2,59
12984,27115,2,59
12984,27495,2,59
12984,27496,2,59
12984,11455,2,119
12984,27117,2,119
12984,27118,2,119
12983,99811,2,179
12983,99812,2,179
12983,12984,2,59
12983,12980,2,59
12983,27115,2,59
12983,27495,2,59
12983,27496,2,59
12983,11455,2,119
12983,27117,2,119
12983,27118,2,119
12980,99811,2,179
12980,99812,2,179
12980,12984,2,59
12980,12983,2,59
12980,27115,2,59
12980,27495,2,59
12980,27496,2,59
12980,11455,2,119
12980,27117,2,119
12980,27118,2,119
27115,99811,2,179
27115,99812,2,179
27115,12984,2,59
27115,12983,2,59
27115,12980,2,59
27115,27495,2,59
27115,27496,2,59
27115,11455,2,119
27115,27117,2,119
27115,27118,2,119
27495,99811,2,179
27495,99812,2,179
27495,12984,2,59
27495,12983,2,59
27495,12980,2,59
27495,27115,2,59
27495,27496,2,59
27495,11455,2,119
27495,27117,2,119
27495,27118,2,119
27496,99811,2,179
27496,99812,2,179
27496,12984,2,59
27496,12983,2,59
27496,12980,2,59
27496,27115,2,59
27496,27495,2,0
27496,11455,2,119
27496,27117,2,119
27496,27118,2,119
11455,99811,2,119
11455,99812,2,119
11455,12984,2,119
11455,12983,2,119
11455,12980,2,119
11455,27115,2,119
11455,27495,2,119
11455,27496,2,119
11455,27117,2,59
11455,27118,2,59
27117,99811,2,119
27117,99812,2,119
27117,12984,2,119
27117,12983,2,119
27117,12980,2,119
27117,27115,2,119
27117,27495,2,119
27117,27496,2,119
27117,11455,2,59
27117,27118,2,59
27118,99811,2,119
27118,99812,2,119
27118,12984,2,119
27118,12983,2,119
27118,12980,2,119
27118,27115,2,119
27118,27495,2,119
27118,27496,2,119
27118,11455,2,59
27118,27117,2,59
17376,17382,2,59
17376,17381,2,119
17376,17380,2,119
17376,17379,2,119
17376,17374,2,59
17376,17375,2,59
17376,17377,2,59
17376,17378,2,59
17377,99731,2,179
17377,99732,2,299
17377,17383,2,119
17377,17382,2,119
17377,17381,2,119
17377,17380,2,119
17377,17379,2,179
17377,17374,2,59
17377,17375,2,59
17377,17376,2,59
17377,17378,2,59
17378,99731,2,179
17378,99732,2,299
17378,17383,2,119
17378,17382,2,119
17378,17381,2,179
17378,17380,2,179
17378,17379,2,179
17378,17374,2,119
17378,17375,2,59
17378,17376,2,59
17378,17377,2,59
16545,99441,2,119
16545,99442,2,119
99441,16545,2,119
99441,99442,2,59
99442,16545,2,119
99442,99441,2,59
16543,16546,2,179
16546,16543,2,179
16546,99451,2,119
16543,99451,2,179
16543,99452,2,179
16546,99452,2,119
99531,99532,2,119
99531,23819,2,119
99531,14619,2,119
99531,14620,2,119
99531,14621,2,119
99531,14622,2,179
99531,14623,2,179
99531,14624,2,179
99531,14625,2,179
99531,27376,2,179
99532,99531,2,119
99532,23819,2,119
99532,14619,2,119
99532,14620,2,119
99532,14621,2,119
99532,14622,2,179
99532,14623,2,179
99532,14624,2,179
99532,14625,2,179
99532,27376,2,179
23819,99531,2,119
23819,99532,2,119
23819,14619,2,59
23819,14620,2,59
23819,14621,2,59
23819,14622,2,119
23819,14623,2,119
23819,14624,2,119
23819,14625,2,119
23819,27376,2,119
14619,99531,2,119
14619,99532,2,119
14619,23819,2,59
14619,14620,2,59
14619,14621,2,59
14619,14622,2,59
14619,14623,2,59
14619,14624,2,119
